pathway,dimension,weight
slow,d2,-0.009799144
slow,d2,-0.27945137
slow,d2,0.028128048
slow,d2,0.26865256
slow,d2,0.20753428
slow,d2,0.15025249
slow,d2,-0.008294833
slow,d2,0.23973098
slow,d2,-0.087234065
slow,d2,0.24716058
slow,d2,0.067335665
slow,d2,0.006460209
slow,d2,-0.068554975
slow,d2,-0.14554754
slow,d2,-0.24528188
slow,d2,0.24345256
slow,d2,-0.15488853
slow,d2,0.013971345
slow,d2,0.17301103
slow,d2,-0.27159536
slow,d2,0.264173
slow,d2,0.07232183
slow,d2,0.12107791
slow,d2,-0.26399183
slow,d2,-0.2531886
slow,d2,0.1539612
slow,d2,-0.036545478
slow,d2,-0.1636452
slow,d2,0.17155464
slow,d2,0.0029899986
slow,d2,-0.07025239
slow,d2,0.2342773
slow,d2,-0.1259446
slow,d2,0.21442746
slow,d2,-0.22529353
slow,d2,0.050403375
slow,d2,0.10738367
slow,d2,0.12021715
slow,d2,-0.27161384
slow,d2,-0.283822
slow,d2,0.11059368
slow,d2,0.08064184
slow,d2,0.22950965
slow,d2,-0.016302764
slow,d2,0.017246464
slow,d2,-0.24894385
slow,d2,0.27143836
slow,d2,-0.07411322
slow,d2,-0.18013208
slow,d2,0.27322808
slow,d2,0.018885458
slow,d2,0.2292279
slow,d2,0.17737351
slow,d2,-0.047022372
slow,d2,-0.066653796
slow,d2,-0.24628481
slow,d2,-0.27583525
slow,d2,0.28884193
slow,d2,-0.094911516
slow,d2,-0.28474385
slow,d2,-0.17327856
slow,d2,-0.2491396
slow,d2,-0.03650147
slow,d2,0.17079945
slow,d2,0.1228369
slow,d2,0.11686205
slow,d2,0.02679536
slow,d2,-0.07354386
slow,d2,0.07592384
slow,d2,0.06461576
slow,d2,-0.24742822
slow,d2,0.25444797
slow,d2,0.24060458
slow,d2,-0.0933373
slow,d2,-0.048150126
slow,d2,0.27013716
slow,d2,0.00082198775
slow,d2,-0.009944791
slow,d2,0.1898971
slow,d2,-0.14999
slow,d2,0.16111365
slow,d2,-0.2977547
slow,d2,0.27385998
slow,d2,-0.10027845
slow,d2,0.21110307
slow,d2,0.28057736
slow,d2,-0.1811518
slow,d2,-0.25850374
slow,d2,0.032017417
slow,d2,-0.24771331
slow,d2,-0.16077895
slow,d2,-0.29074
slow,d2,-0.18831123
slow,d2,0.123384684
slow,d2,0.26902124
slow,d2,-0.06799099
slow,d2,0.088399775
slow,d2,0.2207883
slow,d2,-0.22037607
slow,d2,-0.10546783
slow,d2,0.23114528
slow,d2,0.036525182
slow,d2,0.16465473
slow,d2,0.21500619
slow,d2,-0.04069037
slow,d2,0.21591756
slow,d2,-0.16282222
slow,d2,0.24930848
slow,d2,-0.0021565454
slow,d2,-0.14307517
slow,d2,0.24634688
slow,d2,0.2844349
slow,d2,0.08050913
slow,d2,-0.21659695
slow,d2,0.21780074
slow,d2,0.18301253
slow,d2,-0.2746498
slow,d2,-0.17635715
slow,d2,-0.08903852
slow,d2,0.25546983
slow,d2,-0.10425598
slow,d2,-0.018853642
slow,d2,-0.042292673
slow,d2,-0.06595937
slow,d2,0.19273737
slow,d2,-0.00983284
slow,d2,-0.11337956
slow,d2,-0.2750114
slow,d2,0.035872288
slow,d2,0.2303442
slow,d2,0.23848104
slow,d2,-0.008924587
slow,d2,-0.090273835
slow,d2,0.2120875
slow,d2,-0.23625709
slow,d2,-0.102641396
slow,d2,0.2334026
slow,d2,0.13714878
slow,d2,0.09409594
slow,d2,-0.11544654
slow,d2,-0.10818382
slow,d2,0.0828974
slow,d2,0.08075283
slow,d2,-0.024341889
slow,d2,0.1385101
slow,d2,-0.15504616
slow,d2,-0.035096183
slow,d2,0.29773608
slow,d2,-0.024148094
slow,d2,0.14154682
slow,d2,0.11370832
slow,d2,-0.15541098
slow,d2,0.10840758
slow,d2,0.082642056
slow,d2,-0.03622512
slow,d2,0.03992965
slow,d2,0.06428529
slow,d2,-0.07335057
slow,d2,-0.17265952
slow,d2,-0.26651967
slow,d2,0.19151644
slow,d2,-0.19966125
slow,d2,0.021845365
slow,d2,-0.29001397
slow,d2,0.19973534
slow,d2,0.2564674
slow,d2,-0.15783447
slow,d2,0.0032430664
slow,d2,-0.2878681
slow,d2,0.05264081
slow,d2,-0.28372705
slow,d2,-0.23803076
slow,d2,0.02212537
slow,d2,0.28927398
slow,d2,0.028926928
slow,d2,0.20795509
slow,d2,-0.16858156
slow,d2,0.039048724
slow,d2,0.031000469
slow,d2,-0.005803708
slow,d2,0.12582277
slow,d2,-0.07929784
slow,d2,-0.0028547926
slow,d2,-0.14512542
slow,d2,-0.24889152
slow,d2,-0.06377163
slow,d2,-0.079231635
slow,d2,-0.21110824
slow,d2,0.05256368
slow,d2,-0.1826796
slow,d2,0.05699866
slow,d2,0.25048095
slow,d2,-0.04555227
slow,d2,0.20668137
slow,d2,-0.13925357
slow,d2,0.09258475
slow,d2,0.10127862
slow,d2,0.18680026
slow,d2,-0.046541918
slow,d2,0.051181976
slow,d2,-0.28473696
slow,d2,-0.2684822
slow,d2,-0.1596996
slow,d2,0.124559246
slow,d2,0.26356503
slow,d2,0.25129998
slow,d2,0.07972931
slow,d2,-0.2923581
slow,d2,0.18372032
slow,d2,-0.17204806
slow,d2,0.041806474
slow,d2,0.15223946
slow,d2,-0.1842065
slow,d2,0.29645658
slow,d2,-0.29842418
slow,d2,0.16421936
slow,d2,-0.024838999
slow,d2,0.2732138
slow,d2,-0.2797623
slow,d2,0.080394745
slow,d2,0.0027898478
slow,d2,0.05375161
slow,d2,0.07644156
slow,d2,0.10929515
slow,d2,0.11432599
slow,d2,0.27467042
slow,d2,0.21800965
slow,d2,-0.03345106
slow,d2,-0.18012571
slow,d2,0.0931047
slow,d2,0.03631668
slow,d2,0.24932851
slow,d2,-0.034730464
slow,d2,0.027767407
slow,d2,-0.23367956
slow,d2,-0.06395756
slow,d2,-0.21300717
slow,d2,-0.25790974
slow,d2,-0.13907582
slow,d2,0.010713525
slow,d2,-0.104966715
slow,d2,0.28469318
slow,d2,-0.2029339
slow,d2,-0.25489083
slow,d2,0.07712526
slow,d2,-0.25539947
slow,d2,0.08698524
slow,d2,0.14393105
slow,d2,-0.13327417
slow,d2,0.097200714
slow,d2,-0.12816657
slow,d2,-0.027133951
slow,d2,-0.177493
slow,d2,0.21159452
slow,d2,-0.17613663
slow,d2,0.08817615
slow,d2,0.15359534
slow,d2,0.15897532
slow,d2,0.26183075
slow,d2,-0.03576906
slow,d2,-0.02229139
slow,d2,0.10843074
slow,d2,0.2547484
slow,d2,-0.21776788
slow,d2,0.17144047
slow,d2,0.162592
slow,d2,-0.1333957
